时间戳记,user_id,age,gender,total_score,total_time,question_3d_image_list,question_options_list,question_answer_list,grid_size_list,score_list,time_list,sports,tiredness
2024-3-10 上午12:20:36,CTCT,22,Female,3,105.5079041,"./Figures/SRQ_1.png, ./Figures/SRQ_2.png, ./Figures/SRQ_3.png, ./Figures/SRQ_4.png, ./Figures/SRQ_5.png, ./Figures/SRQ_6.png, ./Figures/SRQ_7.png, ./Figures/SRQ_8.png, ./Figures/SRQ_9.png","./Figures/SRQ_1_a.png, ./Figures/SRQ_1_b.png, ./Figures/SRQ_1_d.png, ./Figures/SRQ_1_c.png, ./Figures/SRQ_2_c.png, ./Figures/SRQ_2_b.png, ./Figures/SRQ_2_a.png, ./Figures/SRQ_2_d.png, ./Figures/SRQ_3_d.png, ./Figures/SRQ_3_c.png, ./Figures/SRQ_3_b.png, ./Figures/SRQ_3_a.png, ./Figures/SRQ_4_c.png, ./Figures/SRQ_4_a.png, ./Figures/SRQ_4_b.png, ./Figures/SRQ_4_d.png, ./Figures/SRQ_5_a.png, ./Figures/SRQ_5_c.png, ./Figures/SRQ_5_d.png, ./Figures/SRQ_5_b.png, ./Figures/SRQ_6_d.png, ./Figures/SRQ_6_c.png, ./Figures/SRQ_6_a.png, ./Figures/SRQ_6_b.png, ./Figures/SRQ_7_c.png, ./Figures/SRQ_7_d.png, ./Figures/SRQ_7_a.png, ./Figures/SRQ_7_b.png, ./Figures/SRQ_8_a.png, ./Figures/SRQ_8_b.png, ./Figures/SRQ_8_c.png, ./Figures/SRQ_8_d.png, ./Figures/SRQ_9_d.png, ./Figures/SRQ_9_c.png, ./Figures/SRQ_9_a.png, ./Figures/SRQ_9_b.png","c, d, a, d, b, b, b, d, b","3, 3, 3, 4, 4, 4, 5, 5, 5","0, 0, 0, 0, 1, 1, 0, 1, 0","5.5105485916137695, 18.97604751586914, 23.996349811553955, 9.611428260803223, 12.596057653427124, 8.125690698623657, 10.666091203689575, 10.9312002658844, 5.094490051269531",Sometime(1-2 days per week),0
2024-3-10 下午06:18:20,AZMT,26,Male,1,117.8125682,"./Figures/SRQ_1.png, ./Figures/SRQ_2.png, ./Figures/SRQ_3.png, ./Figures/SRQ_4.png, ./Figures/SRQ_5.png, ./Figures/SRQ_6.png, ./Figures/SRQ_7.png, ./Figures/SRQ_8.png, ./Figures/SRQ_9.png","./Figures/SRQ_1_a.png, ./Figures/SRQ_1_b.png, ./Figures/SRQ_1_d.png, ./Figures/SRQ_1_c.png, ./Figures/SRQ_2_c.png, ./Figures/SRQ_2_b.png, ./Figures/SRQ_2_a.png, ./Figures/SRQ_2_d.png, ./Figures/SRQ_3_d.png, ./Figures/SRQ_3_c.png, ./Figures/SRQ_3_b.png, ./Figures/SRQ_3_a.png, ./Figures/SRQ_4_c.png, ./Figures/SRQ_4_a.png, ./Figures/SRQ_4_b.png, ./Figures/SRQ_4_d.png, ./Figures/SRQ_5_a.png, ./Figures/SRQ_5_c.png, ./Figures/SRQ_5_d.png, ./Figures/SRQ_5_b.png, ./Figures/SRQ_6_d.png, ./Figures/SRQ_6_c.png, ./Figures/SRQ_6_a.png, ./Figures/SRQ_6_b.png, ./Figures/SRQ_7_c.png, ./Figures/SRQ_7_d.png, ./Figures/SRQ_7_a.png, ./Figures/SRQ_7_b.png, ./Figures/SRQ_8_a.png, ./Figures/SRQ_8_b.png, ./Figures/SRQ_8_c.png, ./Figures/SRQ_8_d.png, ./Figures/SRQ_9_d.png, ./Figures/SRQ_9_c.png, ./Figures/SRQ_9_a.png, ./Figures/SRQ_9_b.png","c, d, a, d, b, b, b, d, b","3, 3, 3, 4, 4, 4, 5, 5, 5","0, 0, 0, 0, 0, 0, 1, 0, 0","25.01162028312683, 9.972365617752075, 12.234911441802979, 11.346058130264282, 14.700662612915039, 8.309395790100098, 12.814117908477783, 11.89798617362976, 11.525450229644775",Often(3-4 days per week),5
2024-3-10 下午06:40:54,UCBM,26,Male,3,97.96464133,"./Figures/SRQ_1.png, ./Figures/SRQ_2.png, ./Figures/SRQ_3.png, ./Figures/SRQ_4.png, ./Figures/SRQ_5.png, ./Figures/SRQ_6.png, ./Figures/SRQ_7.png, ./Figures/SRQ_8.png, ./Figures/SRQ_9.png","./Figures/SRQ_1_a.png, ./Figures/SRQ_1_b.png, ./Figures/SRQ_1_d.png, ./Figures/SRQ_1_c.png, ./Figures/SRQ_2_c.png, ./Figures/SRQ_2_b.png, ./Figures/SRQ_2_a.png, ./Figures/SRQ_2_d.png, ./Figures/SRQ_3_d.png, ./Figures/SRQ_3_c.png, ./Figures/SRQ_3_b.png, ./Figures/SRQ_3_a.png, ./Figures/SRQ_4_c.png, ./Figures/SRQ_4_a.png, ./Figures/SRQ_4_b.png, ./Figures/SRQ_4_d.png, ./Figures/SRQ_5_a.png, ./Figures/SRQ_5_c.png, ./Figures/SRQ_5_d.png, ./Figures/SRQ_5_b.png, ./Figures/SRQ_6_d.png, ./Figures/SRQ_6_c.png, ./Figures/SRQ_6_a.png, ./Figures/SRQ_6_b.png, ./Figures/SRQ_7_c.png, ./Figures/SRQ_7_d.png, ./Figures/SRQ_7_a.png, ./Figures/SRQ_7_b.png, ./Figures/SRQ_8_a.png, ./Figures/SRQ_8_b.png, ./Figures/SRQ_8_c.png, ./Figures/SRQ_8_d.png, ./Figures/SRQ_9_d.png, ./Figures/SRQ_9_c.png, ./Figures/SRQ_9_a.png, ./Figures/SRQ_9_b.png","c, d, a, d, b, b, b, d, b","3, 3, 3, 4, 4, 4, 5, 5, 5","0, 1, 0, 0, 0, 1, 1, 0, 0","10.959386587142944, 12.101138353347778, 16.262322187423706, 10.537410259246826, 9.212035894393921, 10.015336990356445, 10.86149263381958, 11.060738563537598, 6.954779863357544",Often(3-4 days per week),5
2024-3-11 下午07:11:38,HHMM,21,Male,3,144.338074,"./Figures/SRQ_1.png, ./Figures/SRQ_2.png, ./Figures/SRQ_3.png, ./Figures/SRQ_4.png, ./Figures/SRQ_5.png, ./Figures/SRQ_6.png, ./Figures/SRQ_7.png, ./Figures/SRQ_8.png, ./Figures/SRQ_9.png","./Figures/SRQ_1_a.png, ./Figures/SRQ_1_b.png, ./Figures/SRQ_1_d.png, ./Figures/SRQ_1_c.png, ./Figures/SRQ_2_c.png, ./Figures/SRQ_2_b.png, ./Figures/SRQ_2_a.png, ./Figures/SRQ_2_d.png, ./Figures/SRQ_3_d.png, ./Figures/SRQ_3_c.png, ./Figures/SRQ_3_b.png, ./Figures/SRQ_3_a.png, ./Figures/SRQ_4_c.png, ./Figures/SRQ_4_a.png, ./Figures/SRQ_4_b.png, ./Figures/SRQ_4_d.png, ./Figures/SRQ_5_a.png, ./Figures/SRQ_5_c.png, ./Figures/SRQ_5_d.png, ./Figures/SRQ_5_b.png, ./Figures/SRQ_6_d.png, ./Figures/SRQ_6_c.png, ./Figures/SRQ_6_a.png, ./Figures/SRQ_6_b.png, ./Figures/SRQ_7_c.png, ./Figures/SRQ_7_d.png, ./Figures/SRQ_7_a.png, ./Figures/SRQ_7_b.png, ./Figures/SRQ_8_a.png, ./Figures/SRQ_8_b.png, ./Figures/SRQ_8_c.png, ./Figures/SRQ_8_d.png, ./Figures/SRQ_9_d.png, ./Figures/SRQ_9_c.png, ./Figures/SRQ_9_a.png, ./Figures/SRQ_9_b.png","c, d, a, d, b, b, b, d, b","3, 3, 3, 4, 4, 4, 5, 5, 5","0, 0, 0, 0, 0, 0, 1, 1, 1","18.974313735961914, 22.153484582901, 25.0206036567688, 18.97636127471924, 16.425192832946777, 9.775551795959473, 11.900817632675171, 5.599398851394653, 15.512349605560303",Sometime(1-2 days per week),5
2024-3-11 下午07:15:40,KWAN,21,Male,3,138.450582,"./Figures/SRQ_1.png, ./Figures/SRQ_2.png, ./Figures/SRQ_3.png, ./Figures/SRQ_4.png, ./Figures/SRQ_5.png, ./Figures/SRQ_6.png, ./Figures/SRQ_7.png, ./Figures/SRQ_8.png, ./Figures/SRQ_9.png","./Figures/SRQ_1_a.png, ./Figures/SRQ_1_b.png, ./Figures/SRQ_1_d.png, ./Figures/SRQ_1_c.png, ./Figures/SRQ_2_c.png, ./Figures/SRQ_2_b.png, ./Figures/SRQ_2_a.png, ./Figures/SRQ_2_d.png, ./Figures/SRQ_3_d.png, ./Figures/SRQ_3_c.png, ./Figures/SRQ_3_b.png, ./Figures/SRQ_3_a.png, ./Figures/SRQ_4_c.png, ./Figures/SRQ_4_a.png, ./Figures/SRQ_4_b.png, ./Figures/SRQ_4_d.png, ./Figures/SRQ_5_a.png, ./Figures/SRQ_5_c.png, ./Figures/SRQ_5_d.png, ./Figures/SRQ_5_b.png, ./Figures/SRQ_6_d.png, ./Figures/SRQ_6_c.png, ./Figures/SRQ_6_a.png, ./Figures/SRQ_6_b.png, ./Figures/SRQ_7_c.png, ./Figures/SRQ_7_d.png, ./Figures/SRQ_7_a.png, ./Figures/SRQ_7_b.png, ./Figures/SRQ_8_a.png, ./Figures/SRQ_8_b.png, ./Figures/SRQ_8_c.png, ./Figures/SRQ_8_d.png, ./Figures/SRQ_9_d.png, ./Figures/SRQ_9_c.png, ./Figures/SRQ_9_a.png, ./Figures/SRQ_9_b.png","c, d, a, d, b, b, b, d, b","3, 3, 3, 4, 4, 4, 5, 5, 5","0, 0, 0, 0, 1, 0, 0, 1, 1","25.018798351287842, 9.870367527008057, 13.490459442138672, 8.454446792602539, 15.165132284164429, 13.071425676345825, 13.622105598449707, 21.84520673751831, 17.912639617919922",Never(0 days per week),6
2024-3-11 下午09:39:02,KBBA,21,Male,1,168.1716197,"./Figures/SRQ_1.png, ./Figures/SRQ_2.png, ./Figures/SRQ_3.png, ./Figures/SRQ_4.png, ./Figures/SRQ_5.png, ./Figures/SRQ_6.png, ./Figures/SRQ_7.png, ./Figures/SRQ_8.png, ./Figures/SRQ_9.png","./Figures/SRQ_1_a.png, ./Figures/SRQ_1_b.png, ./Figures/SRQ_1_d.png, ./Figures/SRQ_1_c.png, ./Figures/SRQ_2_c.png, ./Figures/SRQ_2_b.png, ./Figures/SRQ_2_a.png, ./Figures/SRQ_2_d.png, ./Figures/SRQ_3_d.png, ./Figures/SRQ_3_c.png, ./Figures/SRQ_3_b.png, ./Figures/SRQ_3_a.png, ./Figures/SRQ_4_c.png, ./Figures/SRQ_4_a.png, ./Figures/SRQ_4_b.png, ./Figures/SRQ_4_d.png, ./Figures/SRQ_5_a.png, ./Figures/SRQ_5_c.png, ./Figures/SRQ_5_d.png, ./Figures/SRQ_5_b.png, ./Figures/SRQ_6_d.png, ./Figures/SRQ_6_c.png, ./Figures/SRQ_6_a.png, ./Figures/SRQ_6_b.png, ./Figures/SRQ_7_c.png, ./Figures/SRQ_7_d.png, ./Figures/SRQ_7_a.png, ./Figures/SRQ_7_b.png, ./Figures/SRQ_8_a.png, ./Figures/SRQ_8_b.png, ./Figures/SRQ_8_c.png, ./Figures/SRQ_8_d.png, ./Figures/SRQ_9_d.png, ./Figures/SRQ_9_c.png, ./Figures/SRQ_9_a.png, ./Figures/SRQ_9_b.png","c, d, a, d, b, b, b, d, b","3, 3, 3, 4, 4, 4, 5, 5, 5","0, 0, 0, 0, 0, 0, 0, 1, 0","25.015227794647217, 14.658043384552002, 14.390597105026245, 16.63142681121826, 19.867825269699097, 15.405377864837646, 19.82559108734131, 25.024839639663696, 17.35269069671631",Sometime(1-2 days per week),5
2024-3-13 下午02:03:31,SOAS,20,Female,1,163.5730643,"./Figures/SRQ_1.png, ./Figures/SRQ_2.png, ./Figures/SRQ_3.png, ./Figures/SRQ_4.png, ./Figures/SRQ_5.png, ./Figures/SRQ_6.png, ./Figures/SRQ_7.png, ./Figures/SRQ_8.png, ./Figures/SRQ_9.png","./Figures/SRQ_1_a.png, ./Figures/SRQ_1_b.png, ./Figures/SRQ_1_d.png, ./Figures/SRQ_1_c.png, ./Figures/SRQ_2_c.png, ./Figures/SRQ_2_b.png, ./Figures/SRQ_2_a.png, ./Figures/SRQ_2_d.png, ./Figures/SRQ_3_d.png, ./Figures/SRQ_3_c.png, ./Figures/SRQ_3_b.png, ./Figures/SRQ_3_a.png, ./Figures/SRQ_4_c.png, ./Figures/SRQ_4_a.png, ./Figures/SRQ_4_b.png, ./Figures/SRQ_4_d.png, ./Figures/SRQ_5_a.png, ./Figures/SRQ_5_c.png, ./Figures/SRQ_5_d.png, ./Figures/SRQ_5_b.png, ./Figures/SRQ_6_d.png, ./Figures/SRQ_6_c.png, ./Figures/SRQ_6_a.png, ./Figures/SRQ_6_b.png, ./Figures/SRQ_7_c.png, ./Figures/SRQ_7_d.png, ./Figures/SRQ_7_a.png, ./Figures/SRQ_7_b.png, ./Figures/SRQ_8_a.png, ./Figures/SRQ_8_b.png, ./Figures/SRQ_8_c.png, ./Figures/SRQ_8_d.png, ./Figures/SRQ_9_d.png, ./Figures/SRQ_9_c.png, ./Figures/SRQ_9_a.png, ./Figures/SRQ_9_b.png","c, d, a, d, b, b, b, d, b","3, 3, 3, 4, 4, 4, 5, 5, 5","0, 0, 0, 0, 0, 0, 0, 1, 0","25.01737642288208, 13.042842864990234, 18.370538473129272, 18.086350202560425, 25.020934343338013, 14.655041933059692, 9.987057209014893, 21.322330713272095, 18.070592164993286",Never(0 days per week),4
2024-3-13 下午06:02:18,RZWM,20,Female,5,146.2050481,"./Figures/SRQ_1.png, ./Figures/SRQ_2.png, ./Figures/SRQ_3.png, ./Figures/SRQ_4.png, ./Figures/SRQ_5.png, ./Figures/SRQ_6.png, ./Figures/SRQ_7.png, ./Figures/SRQ_8.png, ./Figures/SRQ_9.png","./Figures/SRQ_1_a.png, ./Figures/SRQ_1_b.png, ./Figures/SRQ_1_d.png, ./Figures/SRQ_1_c.png, ./Figures/SRQ_2_c.png, ./Figures/SRQ_2_b.png, ./Figures/SRQ_2_a.png, ./Figures/SRQ_2_d.png, ./Figures/SRQ_3_d.png, ./Figures/SRQ_3_c.png, ./Figures/SRQ_3_b.png, ./Figures/SRQ_3_a.png, ./Figures/SRQ_4_c.png, ./Figures/SRQ_4_a.png, ./Figures/SRQ_4_b.png, ./Figures/SRQ_4_d.png, ./Figures/SRQ_5_a.png, ./Figures/SRQ_5_c.png, ./Figures/SRQ_5_d.png, ./Figures/SRQ_5_b.png, ./Figures/SRQ_6_d.png, ./Figures/SRQ_6_c.png, ./Figures/SRQ_6_a.png, ./Figures/SRQ_6_b.png, ./Figures/SRQ_7_c.png, ./Figures/SRQ_7_d.png, ./Figures/SRQ_7_a.png, ./Figures/SRQ_7_b.png, ./Figures/SRQ_8_a.png, ./Figures/SRQ_8_b.png, ./Figures/SRQ_8_c.png, ./Figures/SRQ_8_d.png, ./Figures/SRQ_9_d.png, ./Figures/SRQ_9_c.png, ./Figures/SRQ_9_a.png, ./Figures/SRQ_9_b.png","c, d, a, d, b, b, b, d, b","3, 3, 3, 4, 4, 4, 5, 5, 5","1, 1, 1, 0, 1, 0, 1, 0, 0","10.404121398925781, 6.327928781509399, 4.600245714187622, 23.325533151626587, 21.083796501159668, 15.243088006973267, 15.19094729423523, 25.013569593429565, 25.015817642211914",Often(3-4 days per week),4
2024-3-14 上午12:59:19,ZCBT,20,Male,1,58.98747325,"./Figures/SRQ_1.png, ./Figures/SRQ_2.png, ./Figures/SRQ_3.png, ./Figures/SRQ_4.png, ./Figures/SRQ_5.png, ./Figures/SRQ_6.png, ./Figures/SRQ_7.png, ./Figures/SRQ_8.png, ./Figures/SRQ_9.png","./Figures/SRQ_1_a.png, ./Figures/SRQ_1_b.png, ./Figures/SRQ_1_d.png, ./Figures/SRQ_1_c.png, ./Figures/SRQ_2_c.png, ./Figures/SRQ_2_b.png, ./Figures/SRQ_2_a.png, ./Figures/SRQ_2_d.png, ./Figures/SRQ_3_d.png, ./Figures/SRQ_3_c.png, ./Figures/SRQ_3_b.png, ./Figures/SRQ_3_a.png, ./Figures/SRQ_4_c.png, ./Figures/SRQ_4_a.png, ./Figures/SRQ_4_b.png, ./Figures/SRQ_4_d.png, ./Figures/SRQ_5_a.png, ./Figures/SRQ_5_c.png, ./Figures/SRQ_5_d.png, ./Figures/SRQ_5_b.png, ./Figures/SRQ_6_d.png, ./Figures/SRQ_6_c.png, ./Figures/SRQ_6_a.png, ./Figures/SRQ_6_b.png, ./Figures/SRQ_7_c.png, ./Figures/SRQ_7_d.png, ./Figures/SRQ_7_a.png, ./Figures/SRQ_7_b.png, ./Figures/SRQ_8_a.png, ./Figures/SRQ_8_b.png, ./Figures/SRQ_8_c.png, ./Figures/SRQ_8_d.png, ./Figures/SRQ_9_d.png, ./Figures/SRQ_9_c.png, ./Figures/SRQ_9_a.png, ./Figures/SRQ_9_b.png","c, d, a, d, b, b, b, d, b","3, 3, 3, 4, 4, 4, 5, 5, 5","0, 0, 0, 0, 0, 1, 0, 0, 0","7.5164079666137695, 7.253247499465942, 7.781173944473267, 7.291855573654175, 10.285789728164673, 5.468568325042725, 4.774946212768555, 3.7720608711242676, 4.843423128128052",Frequently(>5 days per week),7
2024-3-14 上午01:55:59,BBBB,19,Male,7,116.177248,"./Figures/SRQ_1.png, ./Figures/SRQ_2.png, ./Figures/SRQ_3.png, ./Figures/SRQ_4.png, ./Figures/SRQ_5.png, ./Figures/SRQ_6.png, ./Figures/SRQ_7.png, ./Figures/SRQ_8.png, ./Figures/SRQ_9.png","./Figures/SRQ_1_a.png, ./Figures/SRQ_1_b.png, ./Figures/SRQ_1_d.png, ./Figures/SRQ_1_c.png, ./Figures/SRQ_2_c.png, ./Figures/SRQ_2_b.png, ./Figures/SRQ_2_a.png, ./Figures/SRQ_2_d.png, ./Figures/SRQ_3_d.png, ./Figures/SRQ_3_c.png, ./Figures/SRQ_3_b.png, ./Figures/SRQ_3_a.png, ./Figures/SRQ_4_c.png, ./Figures/SRQ_4_a.png, ./Figures/SRQ_4_b.png, ./Figures/SRQ_4_d.png, ./Figures/SRQ_5_a.png, ./Figures/SRQ_5_c.png, ./Figures/SRQ_5_d.png, ./Figures/SRQ_5_b.png, ./Figures/SRQ_6_d.png, ./Figures/SRQ_6_c.png, ./Figures/SRQ_6_a.png, ./Figures/SRQ_6_b.png, ./Figures/SRQ_7_c.png, ./Figures/SRQ_7_d.png, ./Figures/SRQ_7_a.png, ./Figures/SRQ_7_b.png, ./Figures/SRQ_8_a.png, ./Figures/SRQ_8_b.png, ./Figures/SRQ_8_c.png, ./Figures/SRQ_8_d.png, ./Figures/SRQ_9_d.png, ./Figures/SRQ_9_c.png, ./Figures/SRQ_9_a.png, ./Figures/SRQ_9_b.png","c, d, a, d, b, b, b, d, b","3, 3, 3, 4, 4, 4, 5, 5, 5","1, 1, 1, 1, 1, 1, 0, 0, 1","6.898993968963623, 12.575982332229614, 7.618584156036377, 15.77850079536438, 13.679140329360962, 19.628685474395752, 14.7765634059906, 17.177735328674316, 8.043062210083008",Never(0 days per week),5
2024-3-14 上午02:24:32,RLLY,20,Female,6,81.18587589,"./Figures/SRQ_1.png, ./Figures/SRQ_2.png, ./Figures/SRQ_3.png, ./Figures/SRQ_4.png, ./Figures/SRQ_5.png, ./Figures/SRQ_6.png, ./Figures/SRQ_7.png, ./Figures/SRQ_8.png, ./Figures/SRQ_9.png","./Figures/SRQ_1_a.png, ./Figures/SRQ_1_b.png, ./Figures/SRQ_1_d.png, ./Figures/SRQ_1_c.png, ./Figures/SRQ_2_c.png, ./Figures/SRQ_2_b.png, ./Figures/SRQ_2_a.png, ./Figures/SRQ_2_d.png, ./Figures/SRQ_3_d.png, ./Figures/SRQ_3_c.png, ./Figures/SRQ_3_b.png, ./Figures/SRQ_3_a.png, ./Figures/SRQ_4_c.png, ./Figures/SRQ_4_a.png, ./Figures/SRQ_4_b.png, ./Figures/SRQ_4_d.png, ./Figures/SRQ_5_a.png, ./Figures/SRQ_5_c.png, ./Figures/SRQ_5_d.png, ./Figures/SRQ_5_b.png, ./Figures/SRQ_6_d.png, ./Figures/SRQ_6_c.png, ./Figures/SRQ_6_a.png, ./Figures/SRQ_6_b.png, ./Figures/SRQ_7_c.png, ./Figures/SRQ_7_d.png, ./Figures/SRQ_7_a.png, ./Figures/SRQ_7_b.png, ./Figures/SRQ_8_a.png, ./Figures/SRQ_8_b.png, ./Figures/SRQ_8_c.png, ./Figures/SRQ_8_d.png, ./Figures/SRQ_9_d.png, ./Figures/SRQ_9_c.png, ./Figures/SRQ_9_a.png, ./Figures/SRQ_9_b.png","c, d, a, d, b, b, b, d, b","3, 3, 3, 4, 4, 4, 5, 5, 5","1, 1, 1, 1, 1, 0, 0, 0, 1","12.245370864868164, 10.492576837539673, 6.679460048675537, 14.177817583084106, 11.96039891242981, 7.278455495834351, 6.551453113555908, 8.774530172348022, 3.025812864303589",Often(3-4 days per week),4
2024-3-14 上午02:40:58,HBDJ,21,Female,7,108.2660098,"./Figures/SRQ_1.png, ./Figures/SRQ_2.png, ./Figures/SRQ_3.png, ./Figures/SRQ_4.png, ./Figures/SRQ_5.png, ./Figures/SRQ_6.png, ./Figures/SRQ_7.png, ./Figures/SRQ_8.png, ./Figures/SRQ_9.png","./Figures/SRQ_1_a.png, ./Figures/SRQ_1_b.png, ./Figures/SRQ_1_d.png, ./Figures/SRQ_1_c.png, ./Figures/SRQ_2_c.png, ./Figures/SRQ_2_b.png, ./Figures/SRQ_2_a.png, ./Figures/SRQ_2_d.png, ./Figures/SRQ_3_d.png, ./Figures/SRQ_3_c.png, ./Figures/SRQ_3_b.png, ./Figures/SRQ_3_a.png, ./Figures/SRQ_4_c.png, ./Figures/SRQ_4_a.png, ./Figures/SRQ_4_b.png, ./Figures/SRQ_4_d.png, ./Figures/SRQ_5_a.png, ./Figures/SRQ_5_c.png, ./Figures/SRQ_5_d.png, ./Figures/SRQ_5_b.png, ./Figures/SRQ_6_d.png, ./Figures/SRQ_6_c.png, ./Figures/SRQ_6_a.png, ./Figures/SRQ_6_b.png, ./Figures/SRQ_7_c.png, ./Figures/SRQ_7_d.png, ./Figures/SRQ_7_a.png, ./Figures/SRQ_7_b.png, ./Figures/SRQ_8_a.png, ./Figures/SRQ_8_b.png, ./Figures/SRQ_8_c.png, ./Figures/SRQ_8_d.png, ./Figures/SRQ_9_d.png, ./Figures/SRQ_9_c.png, ./Figures/SRQ_9_a.png, ./Figures/SRQ_9_b.png","c, d, a, d, b, b, b, d, b","3, 3, 3, 4, 4, 4, 5, 5, 5","1, 1, 0, 1, 1, 1, 1, 0, 1","8.047390460968018, 12.247583389282227, 14.902999639511108, 11.563036441802979, 10.929203748703003, 8.621852159500122, 12.962029933929443, 17.90974473953247, 11.0821692943573",Sometime(1-2 days per week),6
2024-3-4 下午02:21:44,LJOB,20,Female,3,202.4582455,"./Figures/SRQ_1.png, ./Figures/SRQ_2.png, ./Figures/SRQ_3.png, ./Figures/SRQ_4.png, ./Figures/SRQ_5.png, ./Figures/SRQ_6.png, ./Figures/SRQ_7.png, ./Figures/SRQ_8.png, ./Figures/SRQ_9.png","./Figures/SRQ_1_a.png, ./Figures/SRQ_1_b.png, ./Figures/SRQ_1_d.png, ./Figures/SRQ_1_c.png, ./Figures/SRQ_2_c.png, ./Figures/SRQ_2_b.png, ./Figures/SRQ_2_a.png, ./Figures/SRQ_2_d.png, ./Figures/SRQ_3_d.png, ./Figures/SRQ_3_c.png, ./Figures/SRQ_3_b.png, ./Figures/SRQ_3_a.png, ./Figures/SRQ_4_c.png, ./Figures/SRQ_4_a.png, ./Figures/SRQ_4_b.png, ./Figures/SRQ_4_d.png, ./Figures/SRQ_5_a.png, ./Figures/SRQ_5_c.png, ./Figures/SRQ_5_d.png, ./Figures/SRQ_5_b.png, ./Figures/SRQ_6_d.png, ./Figures/SRQ_6_c.png, ./Figures/SRQ_6_a.png, ./Figures/SRQ_6_b.png, ./Figures/SRQ_7_c.png, ./Figures/SRQ_7_d.png, ./Figures/SRQ_7_a.png, ./Figures/SRQ_7_b.png, ./Figures/SRQ_8_a.png, ./Figures/SRQ_8_b.png, ./Figures/SRQ_8_c.png, ./Figures/SRQ_8_d.png, ./Figures/SRQ_9_d.png, ./Figures/SRQ_9_c.png, ./Figures/SRQ_9_a.png, ./Figures/SRQ_9_b.png","c, d, a, d, b, b, b, d, b","3, 3, 3, 4, 4, 4, 5, 5, 5","0, 0, 1, 0, 1, 1, 0, 0, 0","11.318700075149536, 16.139545440673828, 25, 25, 25, 25, 25, 25, 25",Sometime(1-2 days per week),4
2024-3-4 下午02:31:00,MMMM,25,Female,1,157.1838739,"./Figures/SRQ_1.png, ./Figures/SRQ_2.png, ./Figures/SRQ_3.png, ./Figures/SRQ_4.png, ./Figures/SRQ_5.png, ./Figures/SRQ_6.png, ./Figures/SRQ_7.png, ./Figures/SRQ_8.png, ./Figures/SRQ_9.png","./Figures/SRQ_1_a.png, ./Figures/SRQ_1_b.png, ./Figures/SRQ_1_d.png, ./Figures/SRQ_1_c.png, ./Figures/SRQ_2_c.png, ./Figures/SRQ_2_b.png, ./Figures/SRQ_2_a.png, ./Figures/SRQ_2_d.png, ./Figures/SRQ_3_d.png, ./Figures/SRQ_3_c.png, ./Figures/SRQ_3_b.png, ./Figures/SRQ_3_a.png, ./Figures/SRQ_4_c.png, ./Figures/SRQ_4_a.png, ./Figures/SRQ_4_b.png, ./Figures/SRQ_4_d.png, ./Figures/SRQ_5_a.png, ./Figures/SRQ_5_c.png, ./Figures/SRQ_5_d.png, ./Figures/SRQ_5_b.png, ./Figures/SRQ_6_d.png, ./Figures/SRQ_6_c.png, ./Figures/SRQ_6_a.png, ./Figures/SRQ_6_b.png, ./Figures/SRQ_7_c.png, ./Figures/SRQ_7_d.png, ./Figures/SRQ_7_a.png, ./Figures/SRQ_7_b.png, ./Figures/SRQ_8_a.png, ./Figures/SRQ_8_b.png, ./Figures/SRQ_8_c.png, ./Figures/SRQ_8_d.png, ./Figures/SRQ_9_d.png, ./Figures/SRQ_9_c.png, ./Figures/SRQ_9_a.png, ./Figures/SRQ_9_b.png","c, d, a, d, b, b, b, d, b","3, 3, 3, 4, 4, 4, 5, 5, 5","0, 0, 0, 0, 0, 0, 0, 0, 1","16.78502082824707, 7.629998207092285, 25, 16.660111665725708, 17.334664344787598, 12.228394746780396, 23.91548466682434, 17.78065276145935, 19.849546670913696",Sometime(1-2 days per week),3
